Context,Question,Answer
"[1] 현재 시장의 거래절벽을 해소할 수 있는 방안이 빠져 있다는 점도 반쪽 대책이라는 지적을 사고 있다. 그동안 정부는 보유세와 거래세를 강화하고, 임대차 3법 등으로 집을 팔기도 사기도, 세를 놓기도 얻기도 어렵게 만들었다. 투기 차단과 다주택 소유자의 시세차익 환수를 목표로 추진해 온 방향이 틀린 건 아니다. 하지만 그로 인해 매물이 사라지고 폭등한 부동산 가격 때문에 실수요자들의 부담이 커졌다. 이들 대책을 보완하는 조치만으로도 당장 주택공급에 활기가 돌 수 있다. 따라서 짓는 정책과는 별개로 보유 중인 주택을 눈치 보지 않고 거래할 수 있는 조치도 뒷받침돼야 할 것이다.
[2] 투기가 발생할 우려는 없을 것으로 판단하고 있다""며 ""투기조짐이 보이면 다른 수단을 통해 대책을 마련할 수 있을 것""이라고 말했다 그러나 이태경 토지정의시민연대 사무처장은 ""부동산거래가 침체된 상태에서 다주택 보유를 유도해 시장을 살려 보려는 것""이라며 ""이런 식의 거래활성화라면 경기가 살아날 때 자칫 부동산 광풍의 뇌관이 될 수 있다""고 반대했다. 이 사무처장은 ""집값을 낮춰 실수요자들이 매입하도록 유도하는 것이 거래활성화와 전월세난 해소를 동시에 이뤄낼 수 있는 방안""이라고 강조했다.
[3] 이승석 한경연 부연구위원은 “15억 이상 주택 대출금지, 9억~15억 주택담보 대출 제한 등 무주택자까지 포함한 극단적 규제가 주택소비심리를 자극해 공황구매 현상이 나타나고 있다”며 “해당 규제가 있는 한 상당 기간 추격매수세는 강해질 것”이라고 내다봤다. 이어 “정부는 대출금지를 철회해 주택수요자의 불안 심리를 진정시키고, 한시적으로라도 상당 수준의 양도세 혜택을 통해 다주택자의 퇴로를 열어줘야 한다”며 “공급대책도 실효성 제고를 위해 공공주도형에서 민간친화형으로 개선해 나가야 한다”고 강조했다.
[4] 기본권 제한 등의 우려를 무릅쓰고 정부가 부동산 감독기구 출범을 밀어붙여야 할 유인도 줄어들었다는 평가다. 2·4 대책 당시 정부는 시장 동향 분석 첫머리에 “투기수요에 대한 세제, 대출규제 강화 등 그간 강도 높은 수요 관리로 투자 수요가 감소하는 등 주택시장이 실수요자 중심으로 재편됐다”고 밝혔다. 정부 스스로가 현재 부동산 시장을 실수요자 중심의 시장이라고 규정한 상황에서 과도한 기본권 제한 논란이 있는 부동산 감독기구 설치 법안을 무리하게 밀어붙일 동력이 약하다는 지적도 제기된다.
[5] 대책이 시장에 크게 영향을 미치지는 못할 것 같다""고 말했다. 시민단체에서는 정부 정책을 강하게 비난했다. 지금의 거래부진이 한껏 거품이 끼어있는 주택가격이 정상화되는 과정에서 발생하는 현상임에도 불구하고 건설사들의 민원에 따른 규제완화를 통해 거품을 일으키려는 정책이라는 것. 김성달 경실련 부동산·국책사업팀장은 ""지금의 부동산 시장침체는 집값이 떨어지는 상황에서 서민들이 주택매입을 하지 않은 채 거품이 빠지기를 기다리고 있기 때문에 일어나는 현상""이라며 ""따라서 대통령의 선거공약이기도 했던 '반값아파트'를 빨리 실현하는 것이 올바른 정책인데 정부는 규제완화로 나아가고 있다""고 비난했다. 김 팀장은 ""규제완화는 거품을 일으켜 과거로 되돌아가겠다는 것 이상도, 이하도 아니다""며 ""정부는 거품을 빨리 빼 시장이 정상화될 수 있는 방향으로 정책을 펼쳐야 한다""고 강조했다.",정부는 주택 투기 수요가 잠잠해지도록 어떤 조치로 유인했어,재산세 과세표준 변경 및 공시가격 현실화를 통해
"[1] 인천 부평구가 인천지역 기초단체 중 최초로 3단계 여성친화도시를 추진한다. 여성친화도시란 여성, 아동, 청소년, 노인, 장애인 등 사회적 약자들의 성장과 안전을 보장하는 도시를 말한다.   16일 구에 따르면 구는 ‘누구라도 행복한 소통과 배려의 도시’를 비전으로 오는 12월 발표 예정인 여성가족부의 여성친화도시 공모에 참여한다.   성평등 정책 추진기반 구축, 여성의 경제, 사회참여 확대, 지역사회 안전 증진, 가족 친화 환경 조성, 여성의 지역사회 활동 역량 강화를 5대 핵심전략으로 한다.   구는 세부추진 계획으로 5월 중에 여성친화도시조성협의회를 열고, 3단계 여성친화도시 조성 방향에 대한 보고와 의견수렴 과정을 거친다. 지난 4월부터 지역주민 500명을 대상으로 여성 친화도시 조성 관련 설문조사 및 포럼을 열고 있으며 오는 6월까지 계속해서 주민 의견을 수렴할 계획이다.   이후 조사 결과를 바탕으로 주민이 만족할 수 있는 사업 추진 방향을 설계하고, 오는 7월까지 여성친화도시 조성을 위한 부서별 신규 추진 과제를 발굴한다.   구는 지난 2011년부터 여성친화도시와 관련해 다양한 사업을 펼쳐왔다. 지난 2013년부터 최근까지 해마다 ‘여성이 편안한 발걸음 500보 사업’을 추진해 청천동, 산곡동, 부개동, 십정동, 갈산동 등의 어두운 귀갓길의 조도를 개선, 밝은 분위기 벽화 조성, 경찰과 연계한 여성안심귀갓길 지정 등 여성이 안전한 도시로 탈바꿈하기 위해 노력했다.   해마다 기념식, 영화제, 깨알강좌 등 양성평등주간기념행사를 열고, 부평 성인지 통계, 여성백서 e-book 등을 발간해 성인지 감수성에 대한 이해와 성평등 확립을 위한 교육도 했다. 초보 부모에 대해 육아 전문가가 올바른 육아법을 가르치는 육아 코치 서비스 운영도 잊지 않았다.   구는 이번 3단계 여성친화도시 지정으로 지역 성장과 주민 행복 체감도를 증진하고, 양성평등 실현, 관심과 배려가 있는 지역공동체로 강화할 것으로 보고 있다.   구 관계자는 “여성친화도시는 여성뿐만이 아니라 장애인, 노인 등 사회적 약자 모두를 위한 도시를 말한다”며 “여성친화도시 3단계 지정으로 남녀노소 모두 평등한 도시를 만들어 더불어 살아가는 공동체를 만들겠다”고 했다.  ",부평구는 여성의 귀갓길을 밝고 안전하게 개선하려고 노력하는 어떤 사업을 진행했어,여성이 편안한 발걸음 500보 사업
"[1] 증가로 강화◦ 「환경정책기본법」의 개정('05.5.31)에 의하여 사전환경성검토시 의견수렴 제도가 도입되어 환경영향평가시 의견수렴을 생략할 수 있게 됨에 따라 구체적으로 그 범위를 정함- 환경영향평가 협의 사업규모가 사전환경성검토 협의 당시의 사업규모보다 100분의 30 이내로 변경된 경우
[2] 받으려는 자도 그 면적을 합산하여 평가대상여부 판단하도록 하여 소규모 환경영향평가를 회피하는 편법사례를 원천적으로 차단
[3] 환경영향평가 도입 30주년 기념행사 개최□ 참고로, 환경영향평가제도는 1977년 환경보전법의 제정과 함께 도입된 이래○ 1981년 ｢환경영향평가서 작성 등에 관한 규정｣이 제정되면서 본격적으로 환경영향평가가 이루어졌으며○ “원자력 9․10호기 용수원댐 건설사업(1982년)”에 대한 평가를 필두로 하여 지금까지 약 3,500여건의 평가협의가 이루어졌음.□ 그동안 환경영향평가를 통하여 개발사업이 더 이상 환경을 무시하고는 추진될 수 없다는 인식을 확산시켰으나○ 환경영향평가 제도가 개발과 보전을 둘러싼 사회적 갈등해소를 위한 종합 조정기능이 다소 미약했고,○ 개발부처와 환경부, 평가대행자 및 사업지역 주민들 간에 영향평가 제도에 대한 기본적인 인식 차이가 있는 것도 사실임.□ 환경부에서는 평가제도의 미비점을 해소하고, 평가의 객관성과 실효성을 높이기 위하여 지속적으로 제도개선을 추진하고 있음○ 평가의 투명성과 객관성을 높이기 위하여 평가서 및 평가과정을 인터넷을 통해 공개하고 있으며, 그간 협의가 완료된",평가학회는 어떤 까닭으로 환경영향평가 30주년 기념행사를 열었니,효율적인 환경기술의 연구개발 논의
"[1] 가설을 설정하지 않고도 빅 데이터에서 그에 대한 통찰을 얻을 수도 있다. 또한, 과거의 데이터를 분석하여 미래를 예측하는 방법은 상관관계에 관한 오류의 문제도 해결할 수 있다.
[2] 거시-미시-거시의 연계 구조를 통해 실증적으로 확인되고 있다.
[3] 본 연구는 실물경제에서 차지하는 비중이 큰 서비스소비를 적시성있게 모니터링할 수 있는 실현가능한(feasible) 방법을 처음으로 제시하였다는 점에서 의의를 갖는다. 다만, 앞으로 기초자료를 보다 확충하고 추정 모형을 개선함으로써 추정의 정도를 지속적으로 개선해 나갈 필요가 있다.
[4] 본 연구는 실물경제에서 차지하는 비중이 큰 서비스소비를 적시성있게 모니터링할 수 있는 실현가능한(feasible) 방법을 처음으로 제시하였다는 점에서 의의를 갖는다. 다만, 앞으로 기초자료를 보다 확충하고 추정 모형을 개선함으로써 추정의 정도를 지속적으로 개선해 나갈 필요가 있다.
[5] 사용하고, 정립된 정의와 통계적 방법 및 계산식을 사용하며, 자료가 비교 가능한 대상으로 수집되어야 한다.",어떤 방법을 통해 데이터 갭 조정이 미시 및 거시 데이터의 정당성을 확보할 수 있어,조사 총액을 국민계정 총액에 맞춤으로써
"[1] 제21조 민법상 결혼이 혼인 미사보다 항상 선행되어야 한다.
[2] 이 문서는 대한민국 민법의 혼인에 대한 규정을 설명한다. 사실혼은 실질적으로는 혼인 생활을 하고 있으면서도 혼인 신고를 하지 않았기 때문에 법률적 혼인으로 인정받지 못하는 부부 관계이다. 사실혼이 성립하기 위해서는 쌍방에 사실상 혼인의 의사가 있고, 공동생활을 하고 있는 것으로 충분하며 혼인식을 거행하거나 증인이 있어야 한다는 등의 특별형식은 필요하지 않다. 그러나 윤리와 사회질서에 반하는 남녀의 결합인 근친혼(近親婚)이나 중혼(重婚)은 사실혼으로서도 인정될 수 없으므로 사실혼이 누릴 수 있는 일부의 법적 보호나마 받을 수 없다. 사실혼도 실질적인 혼인관계이므로 법률상의 혼인에 준해서 다루어야 한다는 것이 학설이나 판례의 공통적인 입장이어서 혼인의 효과의 일부분이 사실혼에도 인정되고 있다. 혼인은 모든 가족생활의 기초를 이루며 사회질서 및 국민윤리에 커다란 영향을 미치는 것이므로, 법률은 혼인의 요건을 미리 정해 놓고 이에 적합한 혼인만을 정당한 것으로 성립시켜 법률상의 혼인으로 보호하고 있다. 혼인이
[3] 프랑스의 비혼 동거가족 유형이 다섯 유형으로 분류되는 것처럼 한국의 사실혼도 몇 가지 유형으로 구분할 수 있을 것이다. 사실혼이란 혼인 의사가 존재하고 부부 공동체로서의 외관도 있지만, 신고혼(법률혼)주의를 취하고 있는 우리 법제의 특성상 혼인신고가 없는 경우를 말한다. 아주 단순한 유형인 듯이 보이지만 당사자의 의사를 기준으로 몇 가지 유형으로 나눌 수 있다.3) 첫째 유형은, 혼인신고가 우연한 사유에 의해 미루어진 경우이다(우연적 사실혼). 두 번째는 여러 가지 경제적·환경적 요인에 의해 혼인 의사는 갖고 있지만 혼인신고만은 유보하고 있는 경우이다(비자발적 사실혼). 셋째 유형은 혼인 의사가 있고 혼인의 장애 요소도 없으나, 향후 발생할지도 모를 이혼을 염려하여 법률혼으로의 진입을 주저하고 있는 경우이다(자발적 선택적 사실혼). 네 번째 유형은 중혼적 사실혼과 유사한 경우로서 혼인 장애가 있어 법률혼으로 진행할 수 없는 경우이다(혼인 장애적 비선택적 사실혼)(박인환, 2009; 조은희, 2009;",룩셈부르크 헌법을 따를 때 혼인 미사가 민법상 결혼보다 선행되는가?,민법상 결혼이 혼인 미사보다 항상 선행되어야 한다.
"[1] 개헌논의과정은 국회의 특위안과 문제인 대통령의 제안안이 있다. 2곳에 나타난 주민자치권에 대하여 분석하고, 행정안전부에서 제시한 자치분권로드맵에서 검토하고 있는 주민자치권 관련에 대해서 간단히 살펴보자. 먼저, 국회개헌특별위원회의 안을 보면, 주민자치권을 직접 규정하고 있다. 그리고 주민이 자치권을 행사할 때는 직접 총회를 통해서 행사하거나 주민의 대표를 선출해서 이들 의원을 통해서 입법을 할 수 있는 근거규정을 명확히 하고 있다. 이외에도 국회자문위안은 지방자치제도의 새로운 재설계를 위하여 창의적인 조항들이 다수 신설하고 있다. 그 중에는 제118조의 2에서 지방정부도 입법권을 가지고 그 관할 구역에 효력을 가지는 ‘법률’을 제정할 수 있다는 것이나, 지방정부는 지역특성을 반영하는 행정관리, 지방세, 주택, 교육, 환경, 경찰, 소방 등에 대해서 중앙정부의 법률과 달리 정할 수 있다고 하는 ‘대등성’을 명시하고 있다. 한편, 2018년의 대통령제안의 개헌안은 최소한 주민자치에 관한한 상당히 후퇴한
[2] 도입해 ‘법률에 위반되지 않는 범위에서’ 자치세의 종목과 세율, 징수 방법 등에 관한 조례를 정하게 했다. 주민들이 실질적으로 지방행정에 참여할 길도 넓혔다. 헌법에 지방정부의 자치권이 주민에게서 나온다는 것을 명시했고 주민이 지방정부를 조직·운영하는 데 참여할 권리를 명확히 했다. 또 주민발안, 주민투표, 주민소환 제도를 헌법에 규정해 주민들이 부패와 독주를 견제할 수 있게 했다. 이밖에 국가자치분권회를 신설해 중앙과 지방의 소통을 강화했다. 마지막으로 지방분권이 신속히 시행될 수 있도록 개정안은 공포한 날부터 시행될 수 있게 했다. 이를 위해 개정안에 따른 지방정부가 구성되기 전이라도 개정안의 지방자치 규정을 적용하도록 하는 경과 규정을 뒀다. 권중혁 기자 green@kmib.co.kr
[3] 지방자치단체에게는 ‘당해 지방의회의 의결을 거쳐’ 실험적인 입법을 집행할 수 있는 권한을 헌법 차원에서 부여하고 있는 특징이 있다.
[4] 한편, 현행 지방자치분권 및 지방행정체제 개편에 관한 특별법에는 풀뿌리 자치의 활성화와 민주적 참여의식 고양을 위해 읍ㆍ면ㆍ동에 해당 행정구역의 주민으로 구성되는 주민자치회를 둘 수 있도록 했다. 또 주민자치회가 설치되는 경우 관계 법령, 조례 또는 규칙으로 정하는 바에 따라 지방자치단체 사무의 일부를 주민자치회에 위임 또는 위탁할 수 있도록 했다.
[5] 그 외 지방자치단체와 지방의회의 기관구성과 운영의 자율권 확대, 지방자치단체의 종류는 현행과 같게 하되, 변경시 주민투표를 거쳐 법률로 정한다는 규정, 그리고 지역대표형 상원을 신설하는 것을 골자로 하는 국회 양원제 도입 등을 제안하였다.",국회는 어떻게 자치입법권이 해당되는 범위를 확대할 수 있지,입법관행 개선에 의한 행정입법 제한으로
"[1] □요약 및 시사점：롯데멤버스社의 마이크로 판매자료를 이용하여 온·오프라인 가격설정의 특징 및 온라인 경쟁의 영향을 분석한 결과는 다음과 같음 ▪매칭가능한 제품을 대상으로 분석한 결과, 전반적으로 온라인 가격이 오프라인에 비해 낮은 가운데 가격조정도 더 빈번한 것으로 나타남 ▪온라인 경쟁이 있는 경우 오프라인 가격이 더 빈번하게 조정되고 지역간 가격의 동질성도 대체로 높아지는 것으로 나타남 ㅇ이는 온라인 거래 확대가 비용절감, 가격 투명성 제고 및 경쟁 심화 등을 통해 기업의 가격설정행태를 변화시키고 이를 통해 물가동학에도 영향을 주고 있음을 시사 ▪온라인 거래 확대는 상대적으로 가격이 낮고 가격조정이 빈번한 온라인 구매가 늘어나는 효과를 통해 물가에 하방압력을 주고 변동성을 높이는 요인으로 작용할 가능성 ▪또한 온라인과의 경쟁은 오프라인 가격의 신축성도 높여 물가의 거시충격에 대한 민감도를 높일 가능성 -다만 물가의 거시충격에 대한 반응은 온라인 경쟁 외에도 경기상황, 인플레이션 수준 등 다양한 요인의 영향을 받음",늘어난 온라인 거래가 회사의 가격설정행태를 어떤 방법으로 바꿨어,"비용절감, 가격 투명성 제고 및 경쟁 심화 등"
"[1] 기초생활수급자로 확인… 수급비 월 70만원 지급돼 정작 李씨는 “통장 못봤다” 돈 행방 묘연… 경찰 조사 “인생 망가뜨린 인권침해… 장애인 범죄 가중처벌해야” 서울 잠실야구장 쓰레기장에서 17년간 살며 분리수거를 하다가 긴급 구조된 이성호(가명·60)씨는 지적장애 3급 판정을 받았던 것으로 나타났다. 이씨 명의 통장에 기초생활수급비가 지급돼 온 정황도 파악됐다. 서울시 장애인인권센터는 “이씨가 지적장애 3급을 갖고 있는 것으로 확인됐다”며 “기초생활수급대상자로 돼 있어 매달 일정 수준의 수급비가 그에게 지급되고 있던 사실도 추가로 파악됐다”고 13일 밝혔다. 최근에는 약 70만원이 지급됐던 것으로 알려졌다. 이씨는 첫 발견부터 지적장애가 의심됐다. 그는 ‘다나까’체를 쓰는 등 말투가 부자연스러웠고 일부 질문에는 엉뚱한 대답을 내놓았다. 자신의 이름 석자를 쓰는 데 어려움을 겪기도 했다. 장애인을 대상으로 한 ‘현대판 노예’ 사건이 다시 발생한 셈이다. 센터는 이씨가 사장으로부터 직접 임금을 받지 못했을 것으로 판단하고 있다. 사장 A씨는 “이씨 임금을 지급했다”고 주장하고 있지만, 센터는 이씨에게 지속적으로 기초생활수급비가 지급된 만큼 임금 지급은 사실이 아닐 것으로 보고 있다. 수급비의 행방도 묘연하다. 국민일보 기자가 발견 당시 이씨는 주운 빵을 먹거나 남들이 버린 옷을 겉옷으로 챙겨 입었다. 이씨는 “통장을 본 적이 없고, 모아놓은 돈은 한 푼도 없다”고 했다. 임금은 물론 기초생활수급비나 장애 수당도 강탈당했을 가능성이 있다는 것이다. 서울시는 조만간 이씨 관련 자료를 경찰에 제출하고 수사의뢰할 방침이다. 경찰도 자체 조사에 착수했다. 송파경찰서 관계자는 “기초 사실관계를 파악하고 있다”고 밝혔다. 장애인 단체들은 장애인을 대상으로 한 ‘현대판 노예’ 사건이 지속적으로 발생하고 있다는 점에 우려를 표했다. 지난해 서울의 한 중국음식점에서 5년간 18시간씩을 일하다 주변인의 신고로 구출된 ‘식당 노예’ 사건의 피해자 김모(47)씨를 비롯해 토마토 농장 노예 사건, 축사 노예 사건 등 피해자들은 모두 지적장애인이었다. 서동운 서울시 장애인인권센터 센터장은 “피해자가 장애인이라는 이유로 가해자가 ‘돌봐줬다’ ‘착한 일 했다’ 등 온정적인 시각에서 보는 경우가 더러 있다”며 “한 사람의 인생을 송두리째 망가뜨린 중대한 인권침해 범죄임을 인식해야 한다”고 했다. 김강원 학대피해장애인지원센터 팀장은 “장애인에 대한 학대 정황이 보이면 주변 이웃들이 적극 신고를 해야 한다”며 “장애가 있는 사람을 대상으로 한 범죄는 가중 처벌하는 등의 조치도 필요하다”고 말했다. 허경구 기자 nine@kmib.co.kr 사진=김지훈 기자",이성호씨가 어디서 살고 있었어?,서울 잠실야구장 쓰레기장에서
"[1] 라. 검사기관의 준수사항 및 행정처분 기준(안 제11조의4 및 제11조의5) 빛방사허용기준 준수 여부를 검사하는 기관으로서 준수해야 할 사항과 지정 취소 혹은 업무 정지 등 행정처분의 세부기준을 규정함
[2] 유의물질은 쉽게 말해서 통제를 벗어난 물질이기 때문에 발생 자체가 취급자에게 있어 위험요인으로 작용할 수 있으며, 이를 제대로 관리하지 않았을 때에는 의도치 않는 피폭 및 사고 유발 가능성이 매우 높다. 따라서 유의물질이 검출된 경우에는 생활방사선법 제21조(유의물질의 검출 및 분석)에 따라 원자력안전위원회에 보고하여야 한다. 재활용고철취급자는 설치·운영하고 있는 방사선감시기의 경보가 유의물질로 의심되는 경우 정해진 절차에 따라 조치 후 생활방사선법에 따라 관련 업무를 위탁·수행하는 한국원자력안전재단에 서면으로 보고를 하여야 하며, 보고 접수를 받은 안전재단은 현장조사·분석을 수행하여 발생한 유의물질을 안전하게 처리·처분될 수 있도록 유도하고 있다. 구체적으로 언급하자면 국내 유통된 재활용고철에서 유의물질이 발생한 경우 방사성물질(천연, 인공)의 종류, 방사선량률, 방사성 핵종분석, 방사능농도·방사능량, 사업자 안전조치 사항 등을 조사·분석하여 처리·처분을 유도하고 있으며, 수입 유통된 재활용고철에서
[3] 규제·관리하고 있다. 이에 따라 우리 안전재단은『생활주변방사선 안전관리법』제28조(업무의 위탁)에 의거 방사선감시기 운영자에 대한 실태조사·분석을 수행하였다.",생활방사선법 시행규칙 개정안에 따르면 누가 의무적으로 사업장별 등록을 해야 해,"원료물질ㆍ공정부산물 취급자, 가공제품 제조업자"
"[1] 한국석유공사는 국제 유가정보와 국내 주유소 데이터 및 다양한 변수를 분석하여 국내 석유제품 판매가격과 단기 유가 예측가격을 제공하고 있다. 오피넷이 처음 개설된 초창기에는 모든 주유소로부터 데이터를 합법적으로 수집할 수 있는 방법이 없었기 때문에 표본조사를 통해 일부 주유소의 석유제품 가격을 수집해야 했다. 따라서 과거 오피넷에서는 지역별, 정유사별 석유제품에 대한 평균가격 같은 수준의 결과값 밖에는 제공할 수 없었다. 또한 조사를 위해 각 주유소에 전화를 걸어 데이터를 수집하기에는 한계가 존재했다. 그리고 각 주유소에 자발적인 가격보고를 강제할 경우 가격제한 정책으로 인식될 수 있어 업계의 반발이 예상되는 상황이었다. 하지만 사업자가 관련 사업을 하기 위해서는 관련 정보를 석유공사에 제공하도록 ｢석유 및 석유대체연료 사업법｣이 2009년에 개정되면서 정보공개에 대한 제약을 극복할 수 있게 되었다. 법 개정 후 석유공사는 주유소 카드단말기 결제시스템을 활용하여 데이터 수집에 대한 제약을 해결했다. 주유소",어떤 방법으로 정부는 원유가격을 조직적으로 검사할까,"학계, 농촌경제연구원, 소비자 등으로 구성된 위원회를 구성"
"[1] 채인석 경기 화성시장은 6·13 지방선거에 출마하지 않기로 가닥을 잡았다. 채 시장은 13일 화성시의회 개원 27주년 기념식에서 “8년간 화성시장직을 맡아 쉬지 않고 시민만 바라보며 달려왔다. ‘박수칠 때 떠나라’는 말처럼 한 걸음 멈춰 서서 그동안의 일들을 돌아보는 시간을 갖겠다”며 불출마를 선언했다. 이어 “더불어민주당에서 출마선언을 한 예비 후보자들은 화성시를 한 단계 더 끌어올릴 인재들이다. 지금이 더 높은 성장과 안정을 꾀할 수 있는 사람에게 다음 민선 7기 시장을 물려줄 가장 적절한 시기라고 판단했다”고 밝혔다. 또 “수원 군공항 화성이전 반대, 창의지성교육과 이음터 사업 지속, 함백산 메모리얼 파크 건립 사업, 매향리 평화공원 조성 등 화성시 현안사업과 중요 정책을 유지해 주실 분이 다음 화성시장이 되기를 바란다”고 당부의 말을 남겼다. 채 시장은 지난달 29일 민선 7기 3선 시장 도전을 선언한 바 있다. 현재 민주당 화성시장 후보가 결정되지 않은 상황에서 서철모(49) 전 청와대 행정관, 이규석(60) 전 화성시 국장, 이홍근(53) 화성시의원, 조대현(53) 전 경기교육청 대변인, 홍순권(61) 화성도시개발정책연구원장이 경쟁하고 있다. 박민지 기자 pmj@kmib.co.kr",채 시장은 뭐라고 하면서 6/13 지방선거에 불출마를 선언했어?,“8년간 화성시장직을 맡아 쉬지 않고 시민만 바라보며 달려왔다. ‘박수칠 때 떠나라’는 말처럼 한 걸음 멈춰 서서 그동안의 일들을 돌아보는 시간을 갖겠다”며
"[1] 이렇게 해서 백년전쟁의 1기는 막을 내린다. 1364년 프랑스에서는 장 2세가 죽고 샤를 5세가 즉위하였다. 그는 내정의 정비와 재정(財政)의 재건에 착수하였으며, 아키텐의 귀족들을 선동하여 잉글랜드의 지배에 반항하게 하였으므로, 양국 사이가 다시 악화되어 마침내 전쟁이 재개되었다. 1369년 흑태자의 동생인 고트의 존이 이끄는 잉글랜드군이 프랑스로 침입하였으나 프랑스군의 분전으로 패배하고, 잉글랜드 해군 역시 카스티야 해군과 동맹을 맺은 프랑스 해군에게 잇달아 패전하였다. 따라서 브레티니-칼레 조약에서 잉글랜드에 할양한 영토의 대부분을 탈환하고, 1375년 부르지에서 휴전 협정을 체결하였다. 이처럼 2기 초기에는 프랑스에 유리하게 진행되었다. 그 뒤 1377년 잉글랜드에서는 에드워드 3세가 죽고 리처드 2세가 왕위에 올랐으며, 프랑스에서도 1380년 샤를 5세가 죽고 그의 아들 샤를 6세가 그 뒤를 이었다.",프랑스 해군의 어떤 비책 때문에 잉글랜드 해군이 패한거야?,카스티야 해군과 동맹을 맺은 프랑스 해군
"[1] 부산 솔북이 에듀파크에 환경공단 홍보교육관 개관□ 한국환경공단(이사장 이시진)은 24일 부산 북구 구포문화공원 일원 ‘솔북이 에듀파크’에 환경사랑홍보교육관과 부산울산경남지역본부신청사 개관식을 갖고 공식 업무를 시작했다고 밝혔다.※ 솔북이 에듀파크 : ’16.2 부산 북구에서 구포문화공원 인근 소재 한국환경공단 환경사랑홍보교육관, 구포어린이교통공원, 학생문화예술회관, 솔로몬로파크 등 4개 기관 교육시설물을 별칭 공모를 통해 선정, ‘솔’은 소나무와 솔로몬, ‘북이’는 북구 캐릭터인 ‘거북이’를 상징○ 부산울산경남지역본부 신청사는 2010년 1월 공공기관 선진화에 의한 한국환경자원공사와 환경관리공단의 기관통합에 따라 부산, 김해, 울산에 산재해 있던 청사와 사무공간을 6년여 만에 통합한 곳이다.○ 2012년 부산 북구 구포동 일대 부지매입 후 지하 2층, 지상 6층 규모(총 9,781㎡)로 약 4년 만에 공사가 완료됐다. 부지매입비를 포함해 총 185억 원의 예산이 소요됐다.※ 부울경지역본부 근무인원 : 전체 207명(정규직 147명+비정규직 60명)○ 부산광역시는 청사 진입로 3개 필지, 약 455㎡에 대해 관련법에 따라 무상사용을 허가하고, 매입부지(수도부지) 중 근린공원으로 지정되어 있던 3개 필지, 약 527㎡를 해지, 환경공단에 매각함으로써 신청사 건립을 전폭적으로 지원했다.※「공유재산 및 물품관리법」제20조(사용·수익허가),「부산광역시 북구 공유재산 및 물품관리조례」 제12조(사용허가)",부산광역시는 어떤 방법으로 환경공단 부산울산경남지역본부 신청사 건립을 도왔지,"청사 진입로 3개 필지, 약 455㎡에 대해 관련법에 따라 무상사용을 허가하고, 매입부지(수도부지) 중 근린공원으로 지정되어 있던 3개 필지, 약 527㎡를 해지, 환경공단에 매각"
